v(drain) ie(drain) ih(drain) it(drain) v(gate) ie(gate) ih(gate) it(gate) v(source) ie(source) ih(source) it(source) v(body) ie(body) ih(body) it(body)
0.6750000000000003 7.75552634232785e-06 1.7729802461216248e-24 7.75552634232785e-06 1.0 0.0 0.0 0.0 0.0 -7.755526342328825e-06 -9.773955754883954e-33 -7.755526342328825e-06 0.0 -7.456612440801631e-21 -8.07317590055974e-21 -1.552978834136137e-20
0.7000000000000003 7.817360076652822e-06 1.7732310936362844e-24 7.817360076652822e-06 1.0 0.0 0.0 0.0 0.0 -7.817360076668618e-06 -9.856327181763472e-33 -7.817360076668618e-06 0.0 -7.565336514488906e-21 -8.534978451454422e-21 -1.6100314965943328e-20
0.7250000000000003 7.877535931866347e-06 1.7734764776618873e-24 7.877535931866347e-06 1.0 0.0 0.0 0.0 0.0 -7.877535931863107e-06 -9.936714097409109e-33 -7.877535931863107e-06 0.0 -7.674820484480813e-21 -8.504875549052072e-21 -1.6179696033532887e-20
0.7500000000000003 7.936187419024229e-06 1.7737168206834345e-24 7.936187419024229e-06 1.0 0.0 0.0 0.0 0.0 -7.936187419012742e-06 -1.001530132137013e-32 -7.936187419012742e-06 0.0 -7.785091827296066e-21 -8.834446454984294e-21 -1.661953828228036e-20
0.7750000000000004 7.993434197961773e-06 1.7739525015060082e-24 7.993434197961773e-06 1.0 0.0 0.0 0.0 0.0 -7.99343419796262e-06 -1.0092224186742711e-32 -7.99343419796262e-06 0.0 -7.89617772541581e-21 -9.09098036352791e-21 -1.698715808894372e-20
0.8000000000000004 8.049383815683267e-06 1.7741838609820192e-24 8.049383815683267e-06 1.0 0.0 0.0 0.0 0.0 -8.049383815697478e-06 -1.0167622748687142e-32 -8.049383815697478e-06 0.0 -8.00810058876911e-21 -9.190640537853939e-21 -1.7198741126623048e-20
0.8250000000000004 8.104133097027358e-06 1.7744112066358663e-24 8.104133097027358e-06 1.0 0.0 0.0 0.0 0.0 -8.104133097027075e-06 -1.0241627137586648e-32 -8.104133097027075e-06 0.0 -8.120880956726095e-21 -9.584186746892794e-21 -1.770506770361889e-20
0.8500000000000004 8.157769403474355e-06 1.7746348166086122e-24 8.157769403474355e-06 1.0 0.0 0.0 0.0 0.0 -8.157769403460387e-06 -1.0314349904224041e-32 -8.157769403460387e-06 0.0 -8.234537390600263e-21 -9.703208118434153e-21 -1.7937745509034416e-20
0.8750000000000004 8.210371787426039e-06 1.7748549433020023e-24 8.210371787426039e-06 1.0 0.0 0.0 0.0 0.0 -8.210371787426081e-06 -1.0385901741390233e-32 -8.210371787426081e-06 0.0 -8.349083732438223e-21 -9.973920484053094e-21 -1.8323004216491317e-20
0.9000000000000005 8.2620119996529e-06 1.775071816515559e-24 8.2620119996529e-06 1.0 0.0 0.0 0.0 0.0 -8.26201199966587e-06 -1.0456356721244414e-32 -8.26201199966587e-06 0.0 -8.464534294250302e-21 -1.0250998146373624e-20 -1.8715532440623926e-20
0.9250000000000005 8.312755278308824e-06 1.7752856457305432e-24 8.312755278308824e-06 1.0 0.0 0.0 0.0 0.0 -8.312755278311765e-06 -1.0525819512592306e-32 -8.312755278311765e-06 0.0 -8.58090313305276e-21 -1.0486329963113304e-20 -1.9067233096166063e-20
0.9500000000000005 8.362661544507917e-06 1.775496623769915e-24 8.362661544507917e-06 1.0 0.0 0.0 0.0 0.0 -8.362661544494487e-06 -1.0594352699871138e-32 -8.362661544494487e-06 0.0 -8.698206623834548e-21 -1.072432471499527e-20 -1.942253133882982e-20
