v(drain) ie(drain) ih(drain) it(drain) v(gate) ie(gate) ih(gate) it(gate) v(source) ie(source) ih(source) it(source) v(body) ie(body) ih(body) it(body)
0.4 1.6605207811729334e-07 1.749326151202313e-24 1.6605207811729334e-07 0.30000000000000004 0.0 0.0 0.0 0.0 -1.6605207813206461e-07 -2.290921222542663e-34 -1.6605207813206461e-07 0.0 -7.20874727935765e-21 -5.252348837097043e-21 -1.2461096116454693e-20
0.4 9.361856859517876e-07 1.751626013136891e-24 9.361856859517876e-07 0.4 0.0 0.0 0.0 0.0 -9.361856859636454e-07 -1.200009301861574e-33 -9.361856859636454e-07 0.0 -7.233614465265951e-21 -5.211769109566342e-21 -1.2445383574832293e-20
0.4 2.9194735337339072e-06 1.7576378343651254e-24 2.9194735337339072e-06 0.5 0.0 0.0 0.0 0.0 -2.9194735337476414e-06 -3.677826891206657e-33 -2.9194735337476414e-06 0.0 -7.290197913373787e-21 -5.3135111104451255e-21 -1.2603709023818913e-20
0.4 6.235580419114283e-06 1.7677638615890186e-24 6.235580419114283e-06 0.6 0.0 0.0 0.0 0.0 -6.235580419128184e-06 -7.815634259646721e-33 -6.235580419128184e-06 0.0 -7.379982044610388e-21 -5.535420575530591e-21 -1.2915402620140979e-20
0.4 1.0697620612041878e-05 1.7814895856884403e-24 1.0697620612041878e-05 0.7 0.0 0.0 0.0 0.0 -1.069762061205546e-05 -1.33938978262519e-32 -1.069762061205546e-05 0.0 -7.495989392296951e-21 -5.547525459741383e-21 -1.3043514852038335e-20
0.4 1.60124801747567e-05 1.7979740258562445e-24 1.60124801747567e-05 0.7999999999999999 0.0 0.0 0.0 0.0 -1.6012480174769475e-05 -2.0059452567930865e-32 -1.6012480174769475e-05 0.0 -7.628609276547467e-21 -5.665781636030784e-21 -1.3294390912578252e-20
0.4 2.1823127755736465e-05 1.8161569982593373e-24 2.1823127755736465e-05 0.8999999999999999 0.0 0.0 0.0 0.0 -2.1823127755749892e-05 -2.737083041047817e-32 -2.1823127755749892e-05 0.0 -7.767479937459826e-21 -5.7406822679023995e-21 -1.3508162205362225e-20
0.4 2.7772772954008637e-05 1.8349435606488136e-24 2.7772772954008637e-05 0.9999999999999999 0.0 0.0 0.0 0.0 -2.77727729540447e-05 -3.487679708106347e-32 -2.77727729540447e-05 0.0 -7.903557485739906e-21 -5.8070280514437446e-21 -1.3710585537183652e-20
0.5 1.0209380134985766e-11 1.7492828761521872e-24 1.0209380134987516e-11 -0.1 0.0 0.0 0.0 0.0 -1.0209379339706792e-11 -3.930567965411285e-36 -1.0209379339706792e-11 0.0 -7.669179740730112e-21 -6.470050470349099e-21 -1.413923021107921e-20
0.5 1.3532147001205224e-10 1.7492311574968805e-24 1.35321470012054e-10 0.0 0.0 0.0 0.0 0.0 -1.3532147096644568e-10 -6.386983408534375e-36 -1.3532147096644568e-10 0.0 -7.67144170030284e-21 -6.362648674840119e-21 -1.403409037514296e-20
0.5 1.7443361726797931e-09 1.7491846935631078e-24 1.7443361726797948e-09 0.1 0.0 0.0 0.0 0.0 -1.7443361702882171e-09 -1.2028230246230299e-35 -1.7443361702882171e-09 0.0 -7.674008060499204e-21 -6.178012871810751e-21 -1.3852020932309956e-20
0.5 2.083877937282845e-08 1.7491922489742918e-24 2.0838779372828455e-08 0.2 0.0 0.0 0.0 0.0 -2.083877937377996e-08 -4.200485170432402e-35 -2.083877937377996e-08 0.0 -7.677434446993113e-21 -6.273378070673425e-21 -1.3950812517666538e-20
0.5 1.9562796873673361e-07 1.7496751055872684e-24 1.9562796873673361e-07 0.30000000000000004 0.0 0.0 0.0 0.0 -1.9562796873576718e-07 -2.708490479637535e-34 -1.9562796873576718e-07 0.0 -7.685586893823554e-21 -6.203756537482553e-21 -1.3889343431306108e-20
0.5 1.0647528782649076e-06 1.7522767141637744e-24 1.0647528782649076e-06 0.4 0.0 0.0 0.0 0.0 -1.0647528782654564e-06 -1.3680359877443224e-33 -1.0647528782654564e-06 0.0 -7.712414383927431e-21 -6.231328570171179e-21 -1.394374295409861e-20
0.5 3.2559840394016e-06 1.7589263474835446e-24 3.2559840394016e-06 0.5 0.0 0.0 0.0 0.0 -3.2559840393997263e-06 -4.110035629347169e-33 -3.2559840393997263e-06 0.0 -7.773211726778396e-21 -6.340751528445236e-21 -1.4113963255223632e-20
0.5 6.8957949175540826e-06 1.7700549935386033e-24 6.8957949175540826e-06 0.6 0.0 0.0 0.0 0.0 -6.895794917553864e-06 -8.661032648293424e-33 -6.895794917553864e-06 0.0 -7.869444785099907e-21 -6.531957980361091e-21 -1.4401402765461e-20
0.5 1.180725599288741e-05 1.7851908396888974e-24 1.180725599288741e-05 0.7 0.0 0.0 0.0 0.0 -1.180725599288628e-05 -1.481770221331228e-32 -1.180725599288628e-05 0.0 -7.994091198940365e-21 -6.656648695245414e-21 -1.4650739894185778e-20
0.5 1.773937308693993e-05 1.803639385563674e-24 1.773937308693993e-05 0.7999999999999999 0.0 0.0 0.0 0.0 -1.77393730869406e-05 -2.2284455731332054e-32 -1.77393730869406e-05 0.0 -8.138222323160016e-21 -6.845774798621032e-21 -1.4983997121781046e-20
0.5 2.4406749357086978e-05 1.8245852673270997e-24 2.4406749357086978e-05 0.8999999999999999 0.0 0.0 0.0 0.0 -2.440674935708441e-05 -3.0715223159002726e-32 -2.440674935708441e-05 0.0 -8.292714076517271e-21 -6.912748716279159e-21 -1.520546279279643e-20
0.5 3.1482380549086574e-05 1.8470515710815016e-24 3.1482380549086574e-05 0.9999999999999999 0.0 0.0 0.0 0.0 -3.148238054909309e-05 -3.969960691201712e-32 -3.148238054909309e-05 0.0 -8.448641323855901e-21 -6.899208706909593e-21 -1.5347850030765496e-20
0.6 1.270408852106789e-11 1.7495363649012345e-24 1.270408852106964e-11 -0.1 0.0 0.0 0.0 0.0 -1.2704077775903593e-11 -4.944240697209091e-36 -1.2704077775903593e-11 0.0 -8.159025737192965e-21 -7.505004762178552e-21 -1.5664030499371517e-20
0.6 1.6698433105058685e-10 1.7494839606795667e-24 1.669843310505886e-10 0.0 0.0 0.0 0.0 0.0 -1.6698431789661858e-10 -7.961106523049555e-36 -1.6698431789661858e-10 0.0 -8.161462595251215e-21 -7.42610579894909e-21 -1.5587568394200303e-20
0.6 2.127406053405633e-09 1.749437808399217e-24 2.1274060534056347e-09 0.1 0.0 0.0 0.0 0.0 -2.1274060403076685e-09 -1.4791471919777335e-35 -2.1274060403076685e-09 0.0 -8.164182869100806e-21 -7.277045273117855e-21 -1.5441228142218662e-20
0.6 2.4940010741009747e-08 1.7494559662315115e-24 2.494001074100975e-08 0.2 0.0 0.0 0.0 0.0 -2.4940010727593847e-08 -5.056522126802904e-35 -2.4940010727593847e-08 0.0 -8.167780462919296e-21 -7.227579650266395e-21 -1.539536011318569e-20
0.6 2.26683770704373e-07 1.7500203497756003e-24 2.26683770704373e-07 0.30000000000000004 0.0 0.0 0.0 0.0 -2.266837706914028e-07 -3.150101757418806e-34 -2.266837706914028e-07 0.0 -8.17650068904821e-21 -7.212554779213302e-21 -1.5389055468261514e-20
0.6 1.1921037883847056e-06 1.7529156217174473e-24 1.1921037883847056e-06 0.4 0.0 0.0 0.0 0.0 -1.1921037883700329e-06 -1.5354723030489096e-33 -1.1921037883700329e-06 0.0 -8.205236364940433e-21 -7.24067101666716e-21 -1.544590738160759e-20
0.6 3.5744027730598033e-06 1.760152003208757e-24 3.5744027730598033e-06 0.5 0.0 0.0 0.0 0.0 -3.574402773047223e-06 -4.5214574766292304e-33 -3.574402773047223e-06 0.0 -8.269738022368805e-21 -7.417361691713014e-21 -1.568709971408182e-20
0.6 7.499895935692609e-06 1.7721675881158923e-24 7.499895935692609e-06 0.6 0.0 0.0 0.0 0.0 -7.499895935680144e-06 -9.43960926732018e-33 -7.499895935680144e-06 0.0 -8.371242966736558e-21 -7.423900860721684e-21 -1.5795143827458242e-20
0.6 1.2789765954953003e-05 1.7884955944397365e-24 1.2789765954953003e-05 0.7 0.0 0.0 0.0 0.0 -1.2789765954940693e-05 -1.6087710052658757e-32 -1.2789765954940693e-05 0.0 -8.50243372773103e-21 -7.716018824752463e-21 -1.621845255248349e-20
0.6 1.920771971343737e-05 1.8085003737595752e-24 1.920771971343737e-05 0.7999999999999999 0.0 0.0 0.0 0.0 -1.9207719713422503e-05 -2.419265883165951e-32 -1.9207719713422503e-05 0.0 -8.654480232000211e-21 -7.69962756758077e-21 -1.635410779958098e-20
0.6 2.6512377345584385e-05 1.8315209728427512e-24 2.6512377345584385e-05 0.8999999999999999 0.0 0.0 0.0 0.0 -2.6512377345568847e-05 -3.3468650579561403e-32 -2.6512377345568847e-05 0.0 -8.818974927515654e-21 -7.801531316035056e-21 -1.662050624355071e-20
0.6 3.44388178086274e-05 1.8567982087916734e-24 3.44388178086274e-05 0.9999999999999999 0.0 0.0 0.0 0.0 -3.443881780861344e-05 -4.3588865889233e-32 -3.443881780861344e-05 0.0 -8.987961134753757e-21 -7.898620086390385e-21 -1.688658122114414e-20
0.7 1.5637950505262106e-11 1.7497830244107276e-24 1.5637950505263857e-11 -0.1 0.0 0.0 0.0 0.0 -1.563795126793848e-11 -6.154447620543206e-36 -1.563795126793848e-11 0.0 -8.663678755743241e-21 -8.468361547415795e-21 -1.7132040303159036e-20
0.7 2.0370114804713425e-10 1.7497299352259115e-24 2.03701148047136e-10 0.0 0.0 0.0 0.0 0.0 -2.0370114883551337e-10 -9.828942981567945e-36 -2.0370114883551337e-10 0.0 -8.66629362922861e-21 -8.317646013692785e-21 -1.6983939642921394e-20
0.7 2.563708913524543e-09 1.749684227086476e-24 2.5637089135245446e-09 0.1 0.0 0.0 0.0 0.0 -2.5637089143819003e-09 -1.798034560113961e-35 -2.5637089143819003e-09 0.0 -8.669174216420064e-21 -8.186179554261127e-21 -1.685535377068119e-20
0.7 2.948638820751014e-08 1.7497141651125026e-24 2.9486388207510143e-08 0.2 0.0 0.0 0.0 0.0 -2.948638820888268e-08 -6.017094698044797e-35 -2.948638820888268e-08 0.0 -8.672965420512009e-21 -8.128306843752462e-21 -1.6801272264264472e-20
0.7 2.595993190267254e-07 1.750364391694442e-24 2.595993190267254e-07 0.30000000000000004 0.0 0.0 0.0 0.0 -2.595993190256964e-07 -3.62183764586247e-34 -2.595993190256964e-07 0.0 -8.68231394603475e-21 -8.135361894683599e-21 -1.6817675840718347e-20
0.7 1.32022911058725e-06 1.7535501623340775e-24 1.32022911058725e-06 0.4 0.0 0.0 0.0 0.0 -1.3202291105867141e-06 -1.7050154777416116e-33 -1.3202291105867141e-06 0.0 -8.712934448843342e-21 -8.183056849305369e-21 -1.6895991298148712e-20
0.7 3.882002959416059e-06 1.761338356107325e-24 3.882002959416059e-06 0.5 0.0 0.0 0.0 0.0 -3.882002959416181e-06 -4.9214144915568066e-33 -3.882002959416181e-06 0.0 -8.780755938836098e-21 -8.319598335438475e-21 -1.710035427427457e-20
0.7 8.067382108559025e-06 1.7741626401833283e-24 8.067382108559025e-06 0.6 0.0 0.0 0.0 0.0 -8.06738210855978e-06 -1.0175983147119948e-32 -8.06738210855978e-06 0.0 -8.886688352139583e-21 -8.470765253013283e-21 -1.7357453605152867e-20
0.7 1.3692013343712364e-05 1.7915492242692405e-24 1.3692013343712364e-05 0.7 0.0 0.0 0.0 0.0 -1.3692013343713374e-05 -1.72628943358855e-32 -1.3692013343713374e-05 0.0 -9.023076338769749e-21 -8.605307174348917e-21 -1.7628383513118664e-20
0.7 2.0522335495791814e-05 1.812882530936352e-24 2.0522335495791814e-05 0.7999999999999999 0.0 0.0 0.0 0.0 -2.0522335495793562e-05 -2.591605592391039e-32 -2.0522335495793562e-05 0.0 -9.180967374574446e-21 -8.74666340911297e-21 -1.7927630783687416e-20
0.7 2.8338097298006192e-05 1.837581348270392e-24 2.8338097298006192e-05 0.8999999999999999 0.0 0.0 0.0 0.0 -2.8338097298005595e-05 -3.588025841151513e-32 -2.8338097298005595e-05 0.0 -9.352232621432079e-21 -8.730896979194676e-21 -1.8083129600626755e-20
0.7 3.6918644959399785e-05 1.865043835016046e-24 3.6918644959399785e-05 0.9999999999999999 0.0 0.0 0.0 0.0 -3.6918644959399636e-05 -4.6889381980208904e-32 -3.6918644959399636e-05 0.0 -9.529609116281389e-21 -9.031226069598573e-21 -1.8560835185879962e-20
0.7999999999999999 1.9086922053828616e-11 1.7500237230209116e-24 1.9086922053830367e-11 -0.1 0.0 0.0 0.0 0.0 -1.9086933979085588e-11 -7.62878264055881e-36 -1.9086933979085588e-11 0.0 -9.183880573211442e-21 -9.382980901269066e-21 -1.856686147448051e-20
0.7999999999999999 2.4629805633050666e-10 1.749969947641359e-24 2.462980563305084e-10 0.0 0.0 0.0 0.0 0.0 -2.462980699849504e-10 -1.2047291033040844e-35 -2.462980699849504e-10 0.0 -9.18668895121349e-21 -9.330162206488832e-21 -1.851685115770232e-20
0.7999999999999999 3.0614687448276423e-09 1.7499248394847877e-24 3.061468744827644e-09 0.1 0.0 0.0 0.0 0.0 -3.0614687565026936e-09 -2.1685045703186412e-35 -3.0614687565026936e-09 0.0 -9.189749942955235e-21 -9.200069125533927e-21 -1.8389819068489164e-20
0.7999999999999999 3.4542659798543634e-08 1.749967914234628e-24 3.4542659798543634e-08 0.2 0.0 0.0 0.0 0.0 -3.454265981201657e-08 -7.098097141179505e-35 -3.454265981201657e-08 0.0 -9.19377095169327e-21 -9.201183641155271e-21 -1.839495459284854e-20
0.7999999999999999 2.946924496061206e-07 1.750709082808315e-24 2.946924496061206e-07 0.30000000000000004 0.0 0.0 0.0 0.0 -2.9469244961883776e-07 -4.1290495492362e-34 -2.9469244961883776e-07 0.0 -9.203816481735816e-21 -9.096320624478749e-21 -1.8300137106214565e-20
0.7999999999999999 1.4504869430644354e-06 1.754185374004478e-24 1.4504869430644354e-06 0.4 0.0 0.0 0.0 0.0 -1.4504869430775762e-06 -1.878557197299548e-33 -1.4504869430775762e-06 0.0 -9.23630993499823e-21 -9.082180778990264e-21 -1.8318490713988495e-20
0.7999999999999999 4.183429568390257e-06 1.76250048903491e-24 4.183429568390257e-06 0.5 0.0 0.0 0.0 0.0 -4.183429568404062e-06 -5.3160050591230295e-33 -4.183429568404062e-06 0.0 -9.307142673428557e-21 -9.300753727597683e-21 -1.8607896401026238e-20
0.7999999999999999 8.609670969006213e-06 1.7760759761055197e-24 8.609670969006213e-06 0.6 0.0 0.0 0.0 0.0 -8.609670969020038e-06 -1.0884806248760808e-32 -8.609670969020038e-06 0.0 -9.416843570409915e-21 -9.395543981490486e-21 -1.8812387551900402e-20
0.7999999999999999 1.4538545459365872e-05 1.7944280394555847e-24 1.4538545459365872e-05 0.7 0.0 0.0 0.0 0.0 -1.4538545459379653e-05 -1.8374470533383857e-32 -1.4538545459379653e-05 0.0 -9.557444496129536e-21 -9.54758490630891e-21 -1.9105029402438446e-20
0.7999999999999999 2.173448247180044e-05 1.816945360078628e-24 2.173448247180044e-05 0.7999999999999999 0.0 0.0 0.0 0.0 -2.173448247181452e-05 -2.75196478863914e-32 -2.173448247181452e-05 0.0 -9.719811829588032e-21 -9.684041687464876e-21 -1.9403853517052908e-20
0.7999999999999999 2.9986029635908006e-05 1.8430858464855562e-24 2.9986029635908006e-05 0.8999999999999999 0.0 0.0 0.0 0.0 -2.9986029635921064e-05 -3.8079628064658675e-32 -2.9986029635921064e-05 0.0 -9.895880410058461e-21 -9.754033286383461e-21 -1.9649913696441922e-20
0.7999999999999999 3.909813544451624e-05 1.8723425888067542e-24 3.909813544451624e-05 0.9999999999999999 0.0 0.0 0.0 0.0 -3.909813544452944e-05 -4.98244955363601e-32 -3.909813544452944e-05 0.0 -1.00787656224889e-20 -9.924294584089207e-21 -2.0003060206578108e-20
0.8999999999999999 2.313982607911053e-11 1.7502591948975332e-24 2.313982607911228e-11 -0.1 0.0 0.0 0.0 0.0 -2.313982528762272e-11 -9.42426478867132e-36 -2.313982528762272e-11 0.0 -9.720345918873286e-21 -1.0553131368892678e-20 -2.0273477287765964e-20
0.8999999999999999 2.957271984744185e-10 1.750204727382129e-24 2.9572719847442026e-10 0.0 0.0 0.0 0.0 0.0 -2.957271983520244e-10 -1.4683383670346362e-35 -2.957271983520244e-10 0.0 -9.723371057073889e-21 -1.0227602482818557e-20 -1.9950973539892446e-20
